sample,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,Biological Replicates,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,DOI
SRX3686761,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713321,SRP132734,PRJNA433880,433880,SRS2946770,SAMN08522333,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092722,8522333,GSE110508,GSM2994975,29511081,0,0,0,0,kinase,DMSO_0h_F,3,DMSO_0h_I,True,True,True,kinase:DMSO_0h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686765,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713325,SRP132734,PRJNA433880,433880,SRS2946774,SAMN08522328,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092726,8522328,GSE110508,GSM2994979,29511081,0,0,0,0,kinase,DMSO_0h_H,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686769,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713329,SRP132734,PRJNA433880,433880,SRS2946778,SAMN08522355,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092730,8522355,GSE110508,GSM2994983,29511081,0,0,0,0,kinase,DMSO_0h_H,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686766,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713326,SRP132734,PRJNA433880,433880,SRS2946775,SAMN08522329,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092727,8522329,GSE110508,GSM2994980,29511081,0,0,0,0,kinase,DMSO_0h_H,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686768,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713328,SRP132734,PRJNA433880,433880,SRS2946777,SAMN08522327,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092729,8522327,GSE110508,GSM2994982,29511081,0,0,0,0,kinase,DMSO_0h_H,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686764,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713324,SRP132734,PRJNA433880,433880,SRS2946773,SAMN08522324,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092725,8522324,GSE110508,GSM2994978,29511081,0,0,0,0,kinase,DMSO_0h_H,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686767,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713327,SRP132734,PRJNA433880,433880,SRS2946776,SAMN08522330,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092728,8522330,GSE110508,GSM2994981,29511081,0,0,0,0,kinase,DMSO_0h_H,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686788,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713348,SRP132734,PRJNA433880,433880,SRS2946801,SAMN08522339,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092749,8522339,GSE110508,GSM2995002,29511081,0,0,0,0,kinase,DMSO_0h_I,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686791,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713351,SRP132734,PRJNA433880,433880,SRS2946804,SAMN08522341,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092752,8522341,GSE110508,GSM2995005,29511081,0,0,0,0,kinase,DMSO_0h_I,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686792,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713352,SRP132734,PRJNA433880,433880,SRS2946807,SAMN08522340,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092753,8522340,GSE110508,GSM2995006,29511081,0,0,0,0,kinase,DMSO_0h_I,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686793,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713353,SRP132734,PRJNA433880,433880,SRS2946806,SAMN08522344,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092754,8522344,GSE110508,GSM2995007,29511081,0,0,0,0,kinase,DMSO_0h_I,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686790,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713350,SRP132734,PRJNA433880,433880,SRS2946805,SAMN08522342,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092751,8522342,GSE110508,GSM2995004,29511081,0,0,0,0,kinase,DMSO_0h_I,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686789,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713349,SRP132734,PRJNA433880,433880,SRS2946803,SAMN08522343,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092750,8522343,GSE110508,GSM2995003,29511081,0,0,0,0,kinase,DMSO_0h_I,6,DMSO_0h_I,True,True,True,kinase:DMSO_0h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686829,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713389,SRP132734,PRJNA433880,433880,SRS2946846,SAMN08522276,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092790,8522276,GSE110508,GSM2995043,29511081,0,0,0,0,kinase,pknD_T10_48h,3,DMSO_0h_I,True,True,True,kinase:pknD_T10_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686830,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713390,SRP132734,PRJNA433880,433880,SRS2946842,SAMN08522275,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092791,8522275,GSE110508,GSM2995044,29511081,0,0,0,0,kinase,pknD_T10_48h,3,DMSO_0h_I,True,True,True,kinase:pknD_T10_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686828,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713388,SRP132734,PRJNA433880,433880,SRS2946845,SAMN08522300,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092789,8522300,GSE110508,GSM2995042,29511081,0,0,0,0,kinase,pknD_T10_48h,3,DMSO_0h_I,True,True,True,kinase:pknD_T10_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686819,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713379,SRP132734,PRJNA433880,433880,SRS2946838,SAMN08522279,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092780,8522279,GSE110508,GSM2995033,29511081,0,0,0,0,kinase,pknL_T10_48h,3,DMSO_0h_I,True,True,True,kinase:pknL_T10_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686818,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713378,SRP132734,PRJNA433880,433880,SRS2946833,SAMN08522278,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092779,8522278,GSE110508,GSM2995032,29511081,0,0,0,0,kinase,pknL_T10_48h,3,DMSO_0h_I,True,True,True,kinase:pknL_T10_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686817,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713377,SRP132734,PRJNA433880,433880,SRS2946832,SAMN08522288,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092778,8522288,GSE110508,GSM2995031,29511081,0,0,0,0,kinase,pknL_T10_48h,3,DMSO_0h_I,True,True,True,kinase:pknL_T10_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686822,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713382,SRP132734,PRJNA433880,433880,SRS2946837,SAMN08522273,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092783,8522273,GSE110508,GSM2995036,29511081,0,0,0,0,kinase,pknL_T4_48h,3,DMSO_0h_I,True,True,True,kinase:pknL_T4_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686820,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713380,SRP132734,PRJNA433880,433880,SRS2946834,SAMN08522277,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092781,8522277,GSE110508,GSM2995034,29511081,0,0,0,0,kinase,pknL_T4_48h,3,DMSO_0h_I,True,True,True,kinase:pknL_T4_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686821,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR6713381,SRP132734,PRJNA433880,433880,SRS2946835,SAMN08522303,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092782,8522303,GSE110508,GSM2995035,29511081,0,0,0,0,kinase,pknL_T4_48h,3,DMSO_0h_I,True,True,True,kinase:pknL_T4_48h,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686743,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713303,SRP132734,PRJNA433880,433880,SRS2946755,SAMN08522360,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092704,8522360,GSE110508,GSM2994957,29511081,0,0,0,0,kinase,T10_12h_F,3,DMSO_0h_I,True,True,True,kinase:T10_12h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686744,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713304,SRP132734,PRJNA433880,433880,SRS2946788,SAMN08522357,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092705,8522357,GSE110508,GSM2994958,29511081,0,0,0,0,kinase,T10_12h_F,3,DMSO_0h_I,True,True,True,kinase:T10_12h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686745,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713305,SRP132734,PRJNA433880,433880,SRS2946756,SAMN08522358,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092706,8522358,GSE110508,GSM2994959,29511081,0,0,0,0,kinase,T10_12h_F,3,DMSO_0h_I,True,True,True,kinase:T10_12h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686772,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713332,SRP132734,PRJNA433880,433880,SRS2946781,SAMN08522337,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092733,8522337,GSE110508,GSM2994986,29511081,0,0,0,0,kinase,T10_12h_H,3,DMSO_0h_I,True,True,True,kinase:T10_12h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686770,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713330,SRP132734,PRJNA433880,433880,SRS2946779,SAMN08522332,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092731,8522332,GSE110508,GSM2994984,29511081,0,0,0,0,kinase,T10_12h_H,3,DMSO_0h_I,True,True,True,kinase:T10_12h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686771,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713331,SRP132734,PRJNA433880,433880,SRS2946780,SAMN08522353,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092732,8522353,GSE110508,GSM2994985,29511081,0,0,0,0,kinase,T10_12h_H,3,DMSO_0h_I,True,True,True,kinase:T10_12h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686794,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713354,SRP132734,PRJNA433880,433880,SRS2946808,SAMN08522311,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092755,8522311,GSE110508,GSM2995008,29511081,0,0,0,0,kinase,T10_12h_I,2,DMSO_0h_I,True,True,True,kinase:T10_12h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686796,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713356,SRP132734,PRJNA433880,433880,SRS2946811,SAMN08522283,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092757,8522283,GSE110508,GSM2995010,29511081,0,0,0,0,kinase,T10_12h_I,2,DMSO_0h_I,True,True,True,kinase:T10_12h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686751,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713311,SRP132734,PRJNA433880,433880,SRS2946760,SAMN08522351,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092712,8522351,GSE110508,GSM2994965,29511081,0,0,0,0,kinase,T10_24h_F,3,DMSO_0h_I,True,True,True,kinase:T10_24h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686749,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713309,SRP132734,PRJNA433880,433880,SRS2946790,SAMN08522298,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092710,8522298,GSE110508,GSM2994963,29511081,0,0,0,0,kinase,T10_24h_F,3,DMSO_0h_I,True,True,True,kinase:T10_24h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686750,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713310,SRP132734,PRJNA433880,433880,SRS2946759,SAMN08522352,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092711,8522352,GSE110508,GSM2994964,29511081,0,0,0,0,kinase,T10_24h_F,3,DMSO_0h_I,True,True,True,kinase:T10_24h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686778,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713338,SRP132734,PRJNA433880,433880,SRS2946791,SAMN08522346,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092739,8522346,GSE110508,GSM2994992,29511081,0,0,0,0,kinase,T10_24h_H,3,DMSO_0h_I,True,True,True,kinase:T10_24h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686777,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713337,SRP132734,PRJNA433880,433880,SRS2946789,SAMN08522304,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092738,8522304,GSE110508,GSM2994991,29511081,0,0,0,0,kinase,T10_24h_H,3,DMSO_0h_I,True,True,True,kinase:T10_24h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686776,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713336,SRP132734,PRJNA433880,433880,SRS2946787,SAMN08522305,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092737,8522305,GSE110508,GSM2994990,29511081,0,0,0,0,kinase,T10_24h_H,3,DMSO_0h_I,True,True,True,kinase:T10_24h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686800,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713360,SRP132734,PRJNA433880,433880,SRS2946814,SAMN08522321,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092761,8522321,GSE110508,GSM2995014,29511081,0,0,0,0,kinase,T10_24h_I,2,DMSO_0h_I,True,True,True,kinase:T10_24h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686801,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713361,SRP132734,PRJNA433880,433880,SRS2946815,SAMN08522314,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092762,8522314,GSE110508,GSM2995015,29511081,0,0,0,0,kinase,T10_24h_I,2,DMSO_0h_I,True,True,True,kinase:T10_24h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686755,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713315,SRP132734,PRJNA433880,433880,SRS2946839,SAMN08522348,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092716,8522348,GSE110508,GSM2994969,29511081,0,0,0,0,kinase,T10_48h_F,3,DMSO_0h_I,True,True,True,kinase:T10_48h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686757,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713317,SRP132734,PRJNA433880,433880,SRS2946766,SAMN08522294,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092718,8522294,GSE110508,GSM2994971,29511081,0,0,0,0,kinase,T10_48h_F,3,DMSO_0h_I,True,True,True,kinase:T10_48h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686756,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713316,SRP132734,PRJNA433880,433880,SRS2946765,SAMN08522297,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092717,8522297,GSE110508,GSM2994970,29511081,0,0,0,0,kinase,T10_48h_F,3,DMSO_0h_I,True,True,True,kinase:T10_48h_F,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686784,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713344,SRP132734,PRJNA433880,433880,SRS2946798,SAMN08522308,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092745,8522308,GSE110508,GSM2994998,29511081,0,0,0,0,kinase,T10_48h_H,3,DMSO_0h_I,True,True,True,kinase:T10_48h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686783,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713343,SRP132734,PRJNA433880,433880,SRS2946797,SAMN08522310,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092744,8522310,GSE110508,GSM2994997,29511081,0,0,0,0,kinase,T10_48h_H,3,DMSO_0h_I,True,True,True,kinase:T10_48h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686782,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713342,SRP132734,PRJNA433880,433880,SRS2946796,SAMN08522315,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092743,8522315,GSE110508,GSM2994996,29511081,0,0,0,0,kinase,T10_48h_H,3,DMSO_0h_I,True,True,True,kinase:T10_48h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686809,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713369,SRP132734,PRJNA433880,433880,SRS2946824,SAMN08522320,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092770,8522320,GSE110508,GSM2995023,29511081,0,0,0,0,kinase,T10_48h_I,3,DMSO_0h_I,True,True,True,kinase:T10_48h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686807,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713367,SRP132734,PRJNA433880,433880,SRS2946822,SAMN08522318,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092768,8522318,GSE110508,GSM2995021,29511081,0,0,0,0,kinase,T10_48h_I,3,DMSO_0h_I,True,True,True,kinase:T10_48h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686808,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713368,SRP132734,PRJNA433880,433880,SRS2946823,SAMN08522287,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092769,8522287,GSE110508,GSM2995022,29511081,0,0,0,0,kinase,T10_48h_I,3,DMSO_0h_I,True,True,True,kinase:T10_48h_I,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686787,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713347,SRP132734,PRJNA433880,433880,SRS2946802,SAMN08522306,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092748,8522306,GSE110508,GSM2995001,29511081,0,0,0,0,kinase,T4 _48h_H,3,DMSO_0h_I,True,True,True,kinase:T4 _48h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
SRX3686786,2018-03-09 16:56:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713346,SRP132734,PRJNA433880,433880,SRS2946800,SAMN08522309,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5092747,8522309,GSE110508,GSM2995000,29511081,0,0,0,0,kinase,T4 _48h_H,3,DMSO_0h_I,True,True,True,kinase:T4 _48h_H,True,True,https://doi.org/10.1128/MBIO.02333-17
