,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX4374127,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504777,SRP152943,PRJNA480455,480455,SRS3531626,SAMN09636124,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939045,9636124,GSE116859,GSM3262916,31389636,H37Rv,,,,base,wt_llac_6,wt_glu_6,True,True,True,base:wt_llac_6,True,True
SRX4374128,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504778,SRP152943,PRJNA480455,480455,SRS3531625,SAMN09636123,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939046,9636123,GSE116859,GSM3262917,31389636,H37Rv,,,,base,wt_llac_6,wt_glu_6,True,True,True,base:wt_llac_6,True,True
SRX4374129,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504779,SRP152943,PRJNA480455,480455,SRS3531627,SAMN09636122,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939047,9636122,GSE116859,GSM3262918,31389636,H37Rv,,,,base,wt_llac_6,wt_glu_6,True,True,True,base:wt_llac_6,True,True
SRX4374130,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504780,SRP152943,PRJNA480455,480455,SRS3531628,SAMN09636120,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939048,9636120,GSE116859,GSM3262919,31389636,H37Rv,,,,base,wt_pyr_24,wt_glu_6,True,True,True,base:wt_pyr_24,True,True
SRX4374131,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504781,SRP152943,PRJNA480455,480455,SRS3531639,SAMN09636119,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939049,9636119,GSE116859,GSM3262920,31389636,H37Rv,,,,base,wt_pyr_24,wt_glu_6,True,True,True,base:wt_pyr_24,True,True
SRX4374132,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504782,SRP152943,PRJNA480455,480455,SRS3531629,SAMN09636118,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939050,9636118,GSE116859,GSM3262921,31389636,H37Rv,,,,base,wt_pyr_24,wt_glu_6,True,True,True,base:wt_pyr_24,True,True
SRX4374133,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504783,SRP152943,PRJNA480455,480455,SRS3531630,SAMN09636117,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939051,9636117,GSE116859,GSM3262922,31389636,H37Rv,,,,base,wt_pyr_6,wt_glu_6,True,True,True,base:wt_pyr_6,True,True
SRX4374134,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504784,SRP152943,PRJNA480455,480455,SRS3531631,SAMN09636116,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939052,9636116,GSE116859,GSM3262923,31389636,H37Rv,,,,base,wt_pyr_6,wt_glu_6,True,True,True,base:wt_pyr_6,True,True
SRX4374135,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504785,SRP152943,PRJNA480455,480455,SRS3531632,SAMN09636115,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939053,9636115,GSE116859,GSM3262924,31389636,H37Rv,,,,base,wt_pyr_6,wt_glu_6,True,True,True,base:wt_pyr_6,True,True
SRX4374136,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504786,SRP152943,PRJNA480455,480455,SRS3531633,SAMN09636113,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939054,9636113,GSE116859,GSM3262925,31389636,H37Rv,,,,vapC11,wt,wt,True,True,True,vapC11:wt,True,True
SRX4374137,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504787,SRP152943,PRJNA480455,480455,SRS3531652,SAMN09636112,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5939055,9636112,GSE116859,GSM3262926,31389636,H37Rv,,,,vapC11,wt,wt,True,True,True,vapC11:wt,True,True
SRX4498216,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634495,SRP156048,PRJNA484003,484003,SRS3619118,SAMN09755602,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094762,9755602,GSE118008,GSM3317135,31719182,,,,,delam,1_days_control,0_days_control,True,True,True,delam:1_days_control,True,True
SRX4498217,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634496,SRP156048,PRJNA484003,484003,SRS3619119,SAMN09755612,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094763,9755612,GSE118008,GSM3317136,31719182,,,,,delam,0_days_control,0_days_control,True,True,True,delam:0_days_control,True,True
SRX4498218,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634497,SRP156048,PRJNA484003,484003,SRS3619120,SAMN09755611,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094764,9755611,GSE118008,GSM3317137,31719182,,,,,delam,1_days_control,0_days_control,True,True,True,delam:1_days_control,True,True
SRX4498219,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634498,SRP156048,PRJNA484003,484003,SRS3619121,SAMN09755610,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094765,9755610,GSE118008,GSM3317138,31719182,,,,,delam,0_days_control,0_days_control,True,True,True,delam:0_days_control,True,True
SRX4498220,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634499,SRP156048,PRJNA484003,484003,SRS3619122,SAMN09755601,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094766,9755601,GSE118008,GSM3317139,31719182,,,,,delam,1_days_control,0_days_control,True,True,True,delam:1_days_control,True,True
SRX4498221,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634500,SRP156048,PRJNA484003,484003,SRS3619123,SAMN09755600,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094767,9755600,GSE118008,GSM3317140,31719182,,,,,delam,0_days_.09,0_days_control,True,True,True,delam:0_days_.09,True,True
SRX4498222,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634501,SRP156048,PRJNA484003,484003,SRS3619124,SAMN09755599,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094768,9755599,GSE118008,GSM3317141,31719182,,,,,delam,1_days_.09,0_days_control,True,True,True,delam:1_days_.09,True,True
SRX4498223,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634502,SRP156048,PRJNA484003,484003,SRS3619125,SAMN09755614,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094769,9755614,GSE118008,GSM3317142,31719182,,,,,delam,0_days_.09,0_days_control,True,True,True,delam:0_days_.09,True,True
SRX4498224,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634503,SRP156048,PRJNA484003,484003,SRS3619126,SAMN09755613,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094770,9755613,GSE118008,GSM3317143,31719182,,,,,delam,1_days_.09,0_days_control,True,True,True,delam:1_days_.09,True,True
SRX4498225,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634504,SRP156048,PRJNA484003,484003,SRS3619127,SAMN09755609,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094771,9755609,GSE118008,GSM3317144,31719182,,,,,delam,0_days_.09,0_days_control,True,True,True,delam:0_days_.09,True,True
SRX4498226,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634505,SRP156048,PRJNA484003,484003,SRS3619128,SAMN09755608,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094772,9755608,GSE118008,GSM3317145,31719182,,,,,delam,1_days_.09,0_days_control,True,True,True,delam:1_days_.09,True,True
SRX4498227,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634506,SRP156048,PRJNA484003,484003,SRS3619129,SAMN09755607,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094773,9755607,GSE118008,GSM3317146,31719182,,,,,delam,0_days_.09,0_days_control,True,True,True,delam:0_days_.09,True,True
SRX4498228,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634507,SRP156048,PRJNA484003,484003,SRS3619130,SAMN09755606,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094774,9755606,GSE118008,GSM3317147,31719182,,,,,delam,1_days_.09,0_days_control,True,True,True,delam:1_days_.09,True,True
SRX4498229,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634508,SRP156048,PRJNA484003,484003,SRS3619131,SAMN09755605,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094775,9755605,GSE118008,GSM3317148,31719182,,,,,sutez,0_days_control,0_days_control,True,True,True,sutez:0_days_control,True,True
SRX4498230,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634509,SRP156048,PRJNA484003,484003,SRS3619132,SAMN09755604,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094776,9755604,GSE118008,GSM3317149,31719182,,,,,sutez,1_days_control,0_days_control,True,True,True,sutez:1_days_control,True,True
SRX4498231,2018-09-25 17:55:14,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634510,SRP156048,PRJNA484003,484003,SRS3619133,SAMN09755603,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094777,9755603,GSE118008,GSM3317150,31719182,,,,,sutez,0_days_control,0_days_control,True,True,True,sutez:0_days_control,True,True
SRX4498308,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634748,SRP156054,PRJNA484017,484017,SRS3619208,SAMN09756047,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094854,9756047,GSE118018,GSM3317314,31719182,,,,,sutez,1_days_control,0_days_control,True,True,True,sutez:1_days_control,True,True
SRX4498309,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634749,SRP156054,PRJNA484017,484017,SRS3619210,SAMN09756046,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094855,9756046,GSE118018,GSM3317315,31719182,,,,,sutez,0_days_control,0_days_control,True,True,True,sutez:0_days_control,True,True
SRX4498310,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634750,SRP156054,PRJNA484017,484017,SRS3619209,SAMN09756045,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094856,9756045,GSE118018,GSM3317316,31719182,,,,,sutez,1_days_control,0_days_control,True,True,True,sutez:1_days_control,True,True
SRX4498311,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634751,SRP156054,PRJNA484017,484017,SRS3619212,SAMN09756044,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094857,9756044,GSE118018,GSM3317317,31719182,,,,,sutez,0_days_control,0_days_control,True,True,True,sutez:0_days_control,True,True
SRX4498312,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634752,SRP156054,PRJNA484017,484017,SRS3619211,SAMN09756043,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094858,9756043,GSE118018,GSM3317318,31719182,,,,,sutez,1_days_control,0_days_control,True,True,True,sutez:1_days_control,True,True
SRX4498313,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634753,SRP156054,PRJNA484017,484017,SRS3619213,SAMN09756042,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094859,9756042,GSE118018,GSM3317319,31719182,,,,,sutez,0_days_5.6,0_days_control,True,True,True,sutez:0_days_5.6,True,True
SRX4498314,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634754,SRP156054,PRJNA484017,484017,SRS3619214,SAMN09756041,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094860,9756041,GSE118018,GSM3317320,31719182,,,,,sutez,1_days_5.6,0_days_control,True,True,True,sutez:1_days_5.6,True,True
SRX4498315,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634755,SRP156054,PRJNA484017,484017,SRS3619215,SAMN09756040,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094861,9756040,GSE118018,GSM3317321,31719182,,,,,sutez,0_days_5.6,0_days_control,True,True,True,sutez:0_days_5.6,True,True
SRX4498316,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634756,SRP156054,PRJNA484017,484017,SRS3619216,SAMN09756039,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094862,9756039,GSE118018,GSM3317322,31719182,,,,,sutez,1_days_5.6,0_days_control,True,True,True,sutez:1_days_5.6,True,True
SRX4498317,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634757,SRP156054,PRJNA484017,484017,SRS3619217,SAMN09756038,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094863,9756038,GSE118018,GSM3317323,31719182,,,,,sutez,0_days_5.6,0_days_control,True,True,True,sutez:0_days_5.6,True,True
SRX4498318,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634758,SRP156054,PRJNA484017,484017,SRS3619218,SAMN09756037,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094864,9756037,GSE118018,GSM3317324,31719182,,,,,sutez,1_days_5.6,0_days_control,True,True,True,sutez:1_days_5.6,True,True
SRX4498319,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634759,SRP156054,PRJNA484017,484017,SRS3619220,SAMN09756036,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094865,9756036,GSE118018,GSM3317325,31719182,,,,,sutez,0_days_5.6,0_days_control,True,True,True,sutez:0_days_5.6,True,True
SRX4498320,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634760,SRP156054,PRJNA484017,484017,SRS3619219,SAMN09756035,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094866,9756035,GSE118018,GSM3317326,31719182,,,,,sutez,1_days_5.6,0_days_control,True,True,True,sutez:1_days_5.6,True,True
SRX4498321,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634761,SRP156054,PRJNA484017,484017,SRS3619221,SAMN09756034,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094867,9756034,GSE118018,GSM3317327,31719182,,,,,vera,0_days_control,0_days_control,True,True,True,vera:0_days_control,True,True
SRX4498322,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634762,SRP156054,PRJNA484017,484017,SRS3619222,SAMN09756033,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094868,9756033,GSE118018,GSM3317328,31719182,,,,,vera,1_days_control,0_days_control,True,True,True,vera:1_days_control,True,True
SRX4498323,2018-09-25 17:55:23,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634763,SRP156054,PRJNA484017,484017,SRS3619223,SAMN09756032,SRA750018,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094869,9756032,GSE118018,GSM3317329,31719182,,,,,vera,0_days_control,0_days_control,True,True,True,vera:0_days_control,True,True
SRX4498324,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634764,SRP156055,PRJNA484020,484020,SRS3619226,SAMN09756410,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094870,9756410,GSE118021,GSM3317343,31719182,,,,,vera,1_days_control,0_days_control,True,True,True,vera:1_days_control,True,True
SRX4498325,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634765,SRP156055,PRJNA484020,484020,SRS3619225,SAMN09756409,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094871,9756409,GSE118021,GSM3317344,31719182,,,,,vera,0_days_control,0_days_control,True,True,True,vera:0_days_control,True,True
SRX4498326,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634766,SRP156055,PRJNA484020,484020,SRS3619228,SAMN09756408,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094872,9756408,GSE118021,GSM3317345,31719182,,,,,vera,1_days_control,0_days_control,True,True,True,vera:1_days_control,True,True
SRX4498327,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634767,SRP156055,PRJNA484020,484020,SRS3619227,SAMN09756407,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094873,9756407,GSE118021,GSM3317346,31719182,,,,,vera,0_days_control,0_days_control,True,True,True,vera:0_days_control,True,True
SRX4498328,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634768,SRP156055,PRJNA484020,484020,SRS3619229,SAMN09756406,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094874,9756406,GSE118021,GSM3317347,31719182,,,,,vera,1_days_control,0_days_control,True,True,True,vera:1_days_control,True,True
SRX4498329,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634769,SRP156055,PRJNA484020,484020,SRS3619230,SAMN09756405,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094875,9756405,GSE118021,GSM3317348,31719182,,,,,vera,0_days_176,0_days_control,True,True,True,vera:0_days_176,True,True
SRX4498330,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634770,SRP156055,PRJNA484020,484020,SRS3619231,SAMN09756404,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094876,9756404,GSE118021,GSM3317349,31719182,,,,,vera,1_days_176,0_days_control,True,True,True,vera:1_days_176,True,True
SRX4498331,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634771,SRP156055,PRJNA484020,484020,SRS3619232,SAMN09756403,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094877,9756403,GSE118021,GSM3317350,31719182,,,,,vera,0_days_176,0_days_control,True,True,True,vera:0_days_176,True,True
SRX4498332,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634772,SRP156055,PRJNA484020,484020,SRS3619233,SAMN09756402,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094878,9756402,GSE118021,GSM3317351,31719182,,,,,vera,0_days_176,0_days_control,True,True,True,vera:0_days_176,True,True
SRX4498333,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634773,SRP156055,PRJNA484020,484020,SRS3619234,SAMN09756401,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094879,9756401,GSE118021,GSM3317352,31719182,,,,,vera,1_days_176,0_days_control,True,True,True,vera:1_days_176,True,True
SRX4498334,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634774,SRP156055,PRJNA484020,484020,SRS3619235,SAMN09756400,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094880,9756400,GSE118021,GSM3317353,31719182,,,,,vera,0_days_176,0_days_control,True,True,True,vera:0_days_176,True,True
SRX4498335,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634775,SRP156055,PRJNA484020,484020,SRS3619236,SAMN09756399,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094881,9756399,GSE118021,GSM3317354,31719182,,,,,vera,1_days_176,0_days_control,True,True,True,vera:1_days_176,True,True
SRX4498336,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634776,SRP156055,PRJNA484020,484020,SRS3619237,SAMN09756398,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094882,9756398,GSE118021,GSM3317355,31719182,,,,,emb,0_days_2.45,0_days_control,True,True,True,emb:0_days_2.45,True,True
SRX4498337,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634777,SRP156055,PRJNA484020,484020,SRS3619238,SAMN09756397,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094883,9756397,GSE118021,GSM3317356,31719182,,,,,emb,0_days_control,0_days_control,True,True,True,emb:0_days_control,True,True
SRX4498338,2018-09-25 17:56:05,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634778,SRP156055,PRJNA484020,484020,SRS3619239,SAMN09756396,SRA750019,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6094884,9756396,GSE118021,GSM3317357,31719182,,,,,emb,1_days_control,0_days_control,True,True,True,emb:1_days_control,True,True
SRX4505473,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642053,SRP156287,PRJNA484385,484385,SRS3625868,SAMN09764014,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102428,9764014,GSE118084,GSM3318413,31719182,,,,,emb,0_days_control,0_days_control,True,True,True,emb:0_days_control,True,True
