,regulator,regulator_id,evidence,gene_id
10403,Rv1049,Rv1049,Predicted Binding,Rv2735c
10404,Rv1049,Rv1049,Predicted Binding,Rv2736c
10405,Rv1049,Rv1049,Predicted Binding,Rv2737c
10406,Rv1049,Rv1049,ChipSeq,Rv2747
10407,Rv1049,Rv1049,ChipSeq,Rv2839c
10408,Rv1049,Rv1049,ChipSeq,Rv2854
10409,Rv1049,Rv1049,ChipSeq,Rv2864c
10410,Rv1049,Rv1049,Predicted Binding,Rv2899c
10411,Rv1049,Rv1049,Predicted Binding,Rv2900c
10412,Rv1049,Rv1049,Predicted Binding,Rv2901c
10413,Rv1049,Rv1049,Predicted Binding,Rv2902c
10414,Rv1049,Rv1049,Predicted Binding,Rv2903c
10415,Rv1049,Rv1049,Predicted Binding,Rv2904c
10416,Rv1049,Rv1049,Predicted Binding,Rv2925c
10417,Rv1049,Rv1049,ChipSeq,Rv2930
10418,Rv1049,Rv1049,ChipSeq,Rv2931
10419,Rv1049,Rv1049,ChipSeq,Rv2932
10420,Rv1049,Rv1049,ChipSeq,Rv2933
10421,Rv1049,Rv1049,ChipSeq,Rv2936
10422,Rv1049,Rv1049,ChipSeq,Rv2937
10423,Rv1049,Rv1049,ChipSeq,Rv2938
10424,Rv1049,Rv1049,Predicted Binding,Rv2940c
10425,Rv1049,Rv1049,ChipSeq,Rv2942
10426,Rv1049,Rv1049,ChipSeq,Rv2946c
10427,Rv1049,Rv1049,ChipSeq,Rv2948c
10428,Rv1049,Rv1049,ChipSeq,Rv2950c
10429,Rv1049,Rv1049,ChipSeq,Rv2951c
10430,Rv1049,Rv1049,ChipSeq,Rv2952
10431,Rv1049,Rv1049,Predicted Binding,Rv2985
10432,Rv1049,Rv1049,ChipSeq,Rv2987c
10433,Rv1049,Rv1049,ChipSeq,Rv2988c
10434,Rv1049,Rv1049,ChipSeq,Rv2989
10435,Rv1049,Rv1049,Predicted Binding,Rv2992c
10436,Rv1049,Rv1049,Predicted Binding,Rv3013
10437,Rv1049,Rv1049,Predicted Binding,Rv3014c
10438,Rv1049,Rv1049,ChipSeq,Rv3027c
10439,Rv1049,Rv1049,ChipSeq,Rv3051c
10440,Rv1049,Rv1049,ChipSeq,Rv3057c
10441,Rv1049,Rv1049,ChipSeq,Rv3059
10442,Rv1049,Rv1049,ChipSeq,Rv3064c
10443,Rv1049,Rv1049,ChipSeq,Rv3065
10444,Rv1049,Rv1049,ChipSeq,Rv3102c
10445,Rv1049,Rv1049,ChipSeq,Rv3103c
10446,Rv1049,Rv1049,ChipSeq,Rv3104c
10447,Rv1049,Rv1049,ChipSeq,Rv3138
10448,Rv1049,Rv1049,ChipSeq,Rv3157
10449,Rv1049,Rv1049,ChipSeq,Rv3193c
10450,Rv1049,Rv1049,ChipSeq,Rv3202c
10451,Rv1049,Rv1049,ChipSeq,Rv3212
10452,Rv1049,Rv1049,Predicted Binding,Rv3220c
10453,Rv1049,Rv1049,Predicted Binding,Rv3221A
10454,Rv1049,Rv1049,Predicted Binding,Rv3221c
10455,Rv1049,Rv1049,Predicted Binding,Rv3222c
10456,Rv1049,Rv1049,Predicted Binding,Rv3224
10457,Rv1049,Rv1049,Predicted Binding,Rv3239c
10458,Rv1049,Rv1049,ChipSeq,Rv3240c
10459,Rv1049,Rv1049,Predicted Binding,Rv3245c
10460,Rv1049,Rv1049,ChipSeq,Rv3257c
10461,Rv1049,Rv1049,ChipSeq,Rv3330
10462,Rv1049,Rv1049,ChipSeq,Rv3343c
10463,Rv1049,Rv1049,ChipSeq,Rv3365c
10464,Rv1049,Rv1049,Predicted Binding,Rv3384c
10465,Rv1049,Rv1049,Predicted Binding,Rv3385c
10466,Rv1049,Rv1049,Predicted Binding,Rv3386
10467,Rv1049,Rv1049,ChipSeq,Rv3416
10468,Rv1049,Rv1049,Predicted Binding,Rv3464
10469,Rv1049,Rv1049,Predicted Binding,Rv3465
10470,Rv1049,Rv1049,Predicted Binding,Rv3484
10471,Rv1049,Rv1049,Predicted Binding,Rv3485c
10472,Rv1049,Rv1049,ChipSeq,Rv3491
10473,Rv1049,Rv1049,ChipSeq,Rv3522
10474,Rv1049,Rv1049,ChipSeq,Rv3579c
10475,Rv1049,Rv1049,Predicted Binding,Rv3582c
10476,Rv1049,Rv1049,Predicted Binding,Rv3583c
10477,Rv1049,Rv1049,Predicted Binding,Rv3594
10478,Rv1049,Rv1049,Predicted Binding,Rv3600c
10479,Rv1049,Rv1049,Predicted Binding,Rv3601c
10480,Rv1049,Rv1049,Predicted Binding,Rv3603c
10481,Rv1049,Rv1049,Predicted Binding,Rv3605c
10482,Rv1049,Rv1049,Predicted Binding,Rv3606c
10483,Rv1049,Rv1049,Predicted Binding,Rv3608c
10484,Rv1049,Rv1049,ChipSeq,Rv3615c
10485,Rv1049,Rv1049,Predicted Binding,Rv3616c
10486,Rv1049,Rv1049,ChipSeq,Rv3618
10487,Rv1049,Rv1049,ChipSeq,Rv3634c
10488,Rv1049,Rv1049,ChipSeq,Rv3639c
10489,Rv1049,Rv1049,Predicted Binding,Rv3674c
10490,Rv1049,Rv1049,Predicted Binding,Rv3682
10491,Rv1049,Rv1049,Predicted Binding,Rv3686c
10492,Rv1049,Rv1049,ChipSeq,Rv3714c
10493,Rv1049,Rv1049,Predicted Binding,Rv3718c
10494,Rv1049,Rv1049,Predicted Binding,Rv3722c
10495,Rv1049,Rv1049,Predicted Binding,Rv3723
10496,Rv1049,Rv1049,Predicted Binding,Rv3749c
10497,Rv1049,Rv1049,ChipSeq,Rv3754
10498,Rv1049,Rv1049,Predicted Binding,Rv3779
10499,Rv1049,Rv1049,Predicted Binding,Rv3780
10500,Rv1049,Rv1049,Predicted Binding,Rv3781
10501,Rv1049,Rv1049,Predicted Binding,Rv3782
10502,Rv1049,Rv1049,ChipSeq,Rv3785
10503,Rv1049,Rv1049,Predicted Binding,Rv3799c
10504,Rv1049,Rv1049,Predicted Binding,Rv3800c
10505,Rv1049,Rv1049,Predicted Binding,Rv3801c
10506,Rv1049,Rv1049,Predicted Binding,Rv3802c
10507,Rv1049,Rv1049,ChipSeq,Rv3804c
10508,Rv1049,Rv1049,ChipSeq,Rv3825c
10509,Rv1049,Rv1049,ChipSeq,Rv3826
10510,Rv1049,Rv1049,ChipSeq,Rv3842c
10511,Rv1049,Rv1049,ChipSeq,Rv3854c
10512,Rv1049,Rv1049,ChipSeq,Rv3857c
10513,Rv1049,Rv1049,ChipSeq,Rv3862c
10514,Rv1049,Rv1049,Predicted Binding,Rv3863
10515,Rv1049,Rv1049,ChipSeq,Rv3867
10516,Rv1049,Rv1049,Predicted Binding,Rv3869
10517,Rv1049,Rv1049,Predicted Binding,Rv3871
10518,Rv1049,Rv1049,ChipSeq,Rv3872
10519,Rv1049,Rv1049,Predicted Binding,Rv3875
10520,Rv1049,Rv1049,ChipSeq,Rv3879c
10521,Rv1049,Rv1049,ChipSeq,Rv3902c
10522,Rv1049,Rv1049,ChipSeq,Rv3903c
10523,Rv1049,Rv1049,Predicted Binding,Rv3918c
10524,Rv1049,Rv1049,Predicted Binding,Rv3921c
10525,Rv1049,Rv1049,ChipSeq,Rv3923c
10526,Rv1116,Rv1116,ChipSeq,Rv3160c
10527,Rv1151c,Rv1151c,ChipSeq,Rv3902c
10528,Rv1152,Rv1152,ChipSeq,Rv0450c
10529,Rv1152,Rv1152,Predicted Binding,Rv2869c
10530,Rv1152,Rv1152,Predicted Binding,Rv3430c
10531,Rv1167c,Rv1167c,ChipSeq,Rv0355c
10532,Rv1167c,Rv1167c,Predicted Binding,Rv0563
10533,Rv1167c,Rv1167c,ChipSeq,Rv0755c
10534,Rv1167c,Rv1167c,Predicted Binding,Rv0798c
10535,Rv1167c,Rv1167c,Predicted Binding,Rv1167c
10536,Rv1167c,Rv1167c,Predicted Binding,Rv1168c
10537,Rv1167c,Rv1167c,ChipSeq,Rv1450c
10538,Rv1167c,Rv1167c,ChipSeq,Rv1759c
10539,Rv1167c,Rv1167c,ChipSeq,Rv1871c
10540,Rv1167c,Rv1167c,Predicted Binding,Rv2151c
10541,Rv1167c,Rv1167c,Predicted Binding,Rv2152c
10542,Rv1167c,Rv1167c,Predicted Binding,Rv2154c
10543,Rv1167c,Rv1167c,ChipSeq,Rv2487c
10544,Rv1167c,Rv1167c,ChipSeq,Rv2950c
10545,Rv1167c,Rv1167c,Predicted Binding,Rv3556c
10546,Rv1167c,Rv1167c,Predicted Binding,Rv3558
10547,Rv1167c,Rv1167c,ChipSeq,Rv3653
10548,Rv1167c,Rv1167c,ChipSeq,Rv3864
10549,Rv1176c,Rv1176c,ChipSeq,Rv0877
10550,Rv1176c,Rv1176c,ChipSeq,Rv1175c
10551,Rv1176c,Rv1176c,ChipSeq,Rv1733c
10552,Rv1186c,Rv1186c,ChipSeq,Rv0061c
10553,Rv1186c,Rv1186c,Predicted Binding,Rv0564c
10554,Rv1186c,Rv1186c,Predicted Binding,Rv0565c
10555,Rv1186c,Rv1186c,ChipSeq,Rv0987
10556,Rv1186c,Rv1186c,Predicted Binding,Rv1187
10557,Rv1186c,Rv1186c,Predicted Binding,Rv1188
10558,Rv1186c,Rv1186c,ChipSeq,Rv1450c
10559,Rv1186c,Rv1186c,ChipSeq,Rv1759c
10560,Rv1186c,Rv1186c,ChipSeq,Rv2152c
10561,Rv1186c,Rv1186c,ChipSeq,Rv3270
10562,Rv1186c,Rv1186c,ChipSeq,Rv3653
10563,sigI,Rv1189,ChipSeq,Rv0069c
10564,sigI,Rv1189,ChipSeq,Rv0071
10565,sigI,Rv1189,ChipSeq,Rv0111
10566,sigI,Rv1189,ChipSeq,Rv0166
10567,sigI,Rv1189,ChipSeq,Rv0168
10568,sigI,Rv1189,ChipSeq,Rv0169
10569,sigI,Rv1189,ChipSeq,Rv0170
10570,sigI,Rv1189,ChipSeq,Rv0171
10571,sigI,Rv1189,ChipSeq,Rv0172
10572,sigI,Rv1189,ChipSeq,Rv0173
10573,sigI,Rv1189,ChipSeq,Rv0174
10574,sigI,Rv1189,ChipSeq,Rv0280
10575,sigI,Rv1189,ChipSeq,Rv0304c
10576,sigI,Rv1189,ChipSeq,Rv0405
10577,sigI,Rv1189,ChipSeq,Rv0450c
10578,sigI,Rv1189,ChipSeq,Rv0988
10579,sigI,Rv1189,ChipSeq,Rv1461
10580,sigI,Rv1189,ChipSeq,Rv1500
10581,sigI,Rv1189,ChipSeq,Rv1585c
10582,sigI,Rv1189,ChipSeq,Rv1588c
10583,sigI,Rv1189,ChipSeq,Rv1753c
10584,sigI,Rv1189,ChipSeq,Rv1799
10585,sigI,Rv1189,ChipSeq,Rv1969
10586,sigI,Rv1189,ChipSeq,Rv2145c
10587,sigI,Rv1189,ChipSeq,Rv2338c
10588,sigI,Rv1189,ChipSeq,Rv3110
10589,sigI,Rv1189,ChipSeq,Rv3289c
10590,sigI,Rv1189,TFOE,Rv3290c
10591,sigI,Rv1189,ChipSeq,Rv3823c
10592,sigI,Rv1189,ChipSeq,Rv3826
10593,sigI,Rv1189,ChipSeq,Rv3879c
10594,sigI,Rv1189,Microarray,Rv3121
10595,sigI,Rv1189,Microarray,Rv2351c
10596,sigI,Rv1189,Microarray,Rv1840c
10597,sigI,Rv1189,Microarray,Rv1009
10598,sigI,Rv1189,Microarray,Rv0440
10599,sigI,Rv1189,Microarray,Rv0350
10600,sigI,Rv1189,Microarray,Rv3417c
10601,sigI,Rv1189,Microarray,Rv2276
10602,sigI,Rv1189,Microarray,Rv2800
10603,sigI,Rv1189,Microarray,Rv1304
10604,sigI,Rv1189,Microarray,Rv3074
10605,sigI,Rv1189,Microarray,Rv1307
10606,sigI,Rv1189,Microarray,Rv2193
10607,sigI,Rv1189,Microarray,Rv1310
10608,sigI,Rv1189,Microarray,Rv3841
10609,sigI,Rv1189,Microarray,Rv1308
10610,sigI,Rv1189,Microarray,Rv1309
10611,sigI,Rv1189,Microarray,Rv1658
10612,sigI,Rv1189,Microarray,Rv3418c
10613,sigI,Rv1189,Microarray,Rv0528
10614,sigI,Rv1189,Microarray,Rv2845c
10615,sigI,Rv1189,Microarray,Rv1253
10616,sigI,Rv1189,Microarray,Rv2463
10617,sigI,Rv1189,Microarray,Rv2992c
10618,sigI,Rv1189,Microarray,Rv1305
10619,sigI,Rv1189,Microarray,Rv1908c
10620,sigI,Rv1189,Microarray,Rv3446c
10621,sigI,Rv1189,Microarray,Rv1765c
10622,sigI,Rv1189,Microarray,Rv2184c
10623,sigI,Rv1189,Microarray,Rv2357c
10624,sigI,Rv1189,Microarray,Rv0826
10625,sigI,Rv1189,Microarray,Rv0352
10626,sigI,Rv1189,Microarray,Rv3140
10627,sigI,Rv1189,Microarray,Rv1631
10628,sigI,Rv1189,Microarray,Rv0524
10629,sigI,Rv1189,Microarray,Rv0351
10630,sigI,Rv1189,Microarray,Rv2194
10631,sigI,Rv1189,Microarray,Rv1850
10632,sigI,Rv1189,Microarray,Rv1303
10633,sigI,Rv1189,Microarray,Rv1537
10634,sigI,Rv1189,Microarray,Rv2195
10635,sigI,Rv1189,Microarray,Rv1770
10636,sigI,Rv1189,Microarray,Rv1133c
10637,sigI,Rv1189,Microarray,Rv0982
10638,sigI,Rv1189,Microarray,Rv0368c
10639,sigI,Rv1189,Microarray,Rv3264c
10640,sigI,Rv1189,Microarray,Rv2200c
10641,sigI,Rv1189,Microarray,Rv1596
10642,sigI,Rv1189,Microarray,Rv1387
10643,sigI,Rv1189,Microarray,Rv0280
10644,sigI,Rv1189,Microarray,Rv1779c
10645,sigI,Rv1189,Microarray,Rv3411c
10646,sigI,Rv1189,Microarray,Rv0157
10647,sigI,Rv1189,Microarray,Rv2123
10648,Rv1219,Rv1219,Predicted Binding,Rv0514
10649,Rv1219c,Rv1219c,ChipSeq,Rv0001
10650,Rv1219c,Rv1219c,ChipSeq,Rv0170
10651,Rv1219c,Rv1219c,Predicted Binding,Rv0171
10652,Rv1219c,Rv1219c,Predicted Binding,Rv0172
10653,Rv1219c,Rv1219c,Predicted Binding,Rv0174
10654,Rv1219c,Rv1219c,Predicted Binding,Rv0175
10655,Rv1219c,Rv1219c,Predicted Binding,Rv0176
10656,Rv1219c,Rv1219c,Predicted Binding,Rv0177
10657,Rv1219c,Rv1219c,Predicted Binding,Rv0178
10658,Rv1219c,Rv1219c,ChipSeq,Rv0248c
10659,Rv1219c,Rv1219c,ChipSeq,Rv0280
10660,Rv1219c,Rv1219c,Predicted Binding,Rv0313
10661,Rv1219c,Rv1219c,Predicted Binding,Rv0355c
10662,Rv1219c,Rv1219c,Predicted Binding,Rv0359
10663,Rv1219c,Rv1219c,Predicted Binding,Rv0360c
10664,Rv1219c,Rv1219c,ChipSeq,Rv0392c
10665,Rv1219c,Rv1219c,Predicted Binding,Rv0425c
10666,Rv1219c,Rv1219c,ChipSeq,Rv0507
10667,Rv1219c,Rv1219c,Predicted Binding,Rv0510
10668,Rv1219c,Rv1219c,Predicted Binding,Rv0512
10669,Rv1219c,Rv1219c,Predicted Binding,Rv0513
10670,Rv1219c,Rv1219c,Predicted Binding,Rv0514
10671,Rv1219c,Rv1219c,ChipSeq,Rv0537c
10672,Rv1219c,Rv1219c,ChipSeq,Rv0755c
10673,Rv1219c,Rv1219c,ChipSeq,Rv0832
10674,Rv1219c,Rv1219c,ChipSeq,Rv0837c
10675,Rv1219c,Rv1219c,Predicted Binding,Rv0931c
10676,Rv1219c,Rv1219c,Predicted Binding,Rv0989c
10677,Rv1219c,Rv1219c,Predicted Binding,Rv0990c
10678,Rv1219c,Rv1219c,Predicted Binding,Rv1069c
10679,Rv1219c,Rv1219c,Predicted Binding,Rv1070c
10680,Rv1219c,Rv1219c,Predicted Binding,Rv1072
10681,Rv1219c,Rv1219c,Predicted Binding,Rv1073
10682,Rv1219c,Rv1219c,ChipSeq,Rv1112
10683,Rv1219c,Rv1219c,Predicted Binding,Rv1164
10684,Rv1219c,Rv1219c,Predicted Binding,Rv1165
10685,Rv1219c,Rv1219c,Predicted Binding,Rv1166
10686,Rv1219c,Rv1219c,ChipSeq,Rv1213
10687,Rv1219c,Rv1219c,ChipSeq,Rv1215c
10688,Rv1219c,Rv1219c,Predicted Binding,Rv1216c
10689,Rv1219c,Rv1219c,Predicted Binding,Rv1217c
10690,Rv1219c,Rv1219c,Predicted Binding,Rv1218c
10691,Rv1219c,Rv1219c,ChipSeq,Rv1234
10692,Rv1219c,Rv1219c,Predicted Binding,Rv1236
10693,Rv1219c,Rv1219c,Predicted Binding,Rv1238
10694,Rv1219c,Rv1219c,Predicted Binding,Rv1248c
10695,Rv1219c,Rv1219c,Predicted Binding,Rv1310
10696,Rv1219c,Rv1219c,Predicted Binding,Rv1312
10697,Rv1219c,Rv1219c,ChipSeq,Rv1387
10698,Rv1219c,Rv1219c,Predicted Binding,Rv1535
10699,Rv1219c,Rv1219c,Predicted Binding,Rv1582c
10700,Rv1219c,Rv1219c,Predicted Binding,Rv1583c
10701,Rv1219c,Rv1219c,Predicted Binding,Rv1584c
10702,Rv1219c,Rv1219c,Predicted Binding,Rv1585c
10703,Rv1219c,Rv1219c,Predicted Binding,Rv1586c
10704,Rv1219c,Rv1219c,Predicted Binding,Rv1587c
10705,Rv1219c,Rv1219c,Predicted Binding,Rv1588c
10706,Rv1219c,Rv1219c,Predicted Binding,Rv1589
10707,Rv1219c,Rv1219c,ChipSeq,Rv1640c
10708,Rv1219c,Rv1219c,Predicted Binding,Rv1678
10709,Rv1219c,Rv1219c,Predicted Binding,Rv1680
10710,Rv1219c,Rv1219c,Predicted Binding,Rv1736c
10711,Rv1219c,Rv1219c,ChipSeq,Rv1787
10712,Rv1219c,Rv1219c,Predicted Binding,Rv1869c
10713,Rv1219c,Rv1219c,Predicted Binding,Rv1870c
10714,Rv1219c,Rv1219c,Predicted Binding,Rv1881c
10715,Rv1219c,Rv1219c,Predicted Binding,Rv1882c
10716,Rv1219c,Rv1219c,Predicted Binding,Rv1883c
10717,Rv1219c,Rv1219c,Predicted Binding,Rv1884c
10718,Rv1219c,Rv1219c,Predicted Binding,Rv1885c
10719,Rv1219c,Rv1219c,Predicted Binding,Rv1886c
10720,Rv1219c,Rv1219c,Predicted Binding,Rv1927
10721,Rv1219c,Rv1219c,ChipSeq,Rv1967
10722,Rv1219c,Rv1219c,Predicted Binding,Rv2027c
10723,Rv1219c,Rv1219c,Predicted Binding,Rv2204c
10724,Rv1219c,Rv1219c,Predicted Binding,Rv2205c
10725,Rv1219c,Rv1219c,Predicted Binding,Rv2328
10726,Rv1219c,Rv1219c,Predicted Binding,Rv2333c
10727,Rv1219c,Rv1219c,Predicted Binding,Rv2334
10728,Rv1219c,Rv1219c,Predicted Binding,Rv2335
10729,Rv1219c,Rv1219c,ChipSeq,Rv2336
10730,Rv1219c,Rv1219c,Predicted Binding,Rv2389c
10731,Rv1219c,Rv1219c,Predicted Binding,Rv2390c
10732,Rv1219c,Rv1219c,Predicted Binding,Rv2392
10733,Rv1219c,Rv1219c,Predicted Binding,Rv2393
10734,Rv1219c,Rv1219c,Predicted Binding,Rv2394
10735,Rv1219c,Rv1219c,Predicted Binding,Rv2397c
10736,Rv1219c,Rv1219c,Predicted Binding,Rv2399c
10737,Rv1219c,Rv1219c,Predicted Binding,Rv2452c
10738,Rv1219c,Rv1219c,Predicted Binding,Rv2454c
10739,Rv1219c,Rv1219c,Predicted Binding,Rv2571c
10740,Rv1219c,Rv1219c,Predicted Binding,Rv2572c
10741,Rv1219c,Rv1219c,ChipSeq,Rv2594c
10742,Rv1219c,Rv1219c,Predicted Binding,Rv2637
10743,Rv1219c,Rv1219c,ChipSeq,Rv2674
10744,Rv1219c,Rv1219c,Predicted Binding,Rv2881c
10745,Rv1219c,Rv1219c,Predicted Binding,Rv2908c
10746,Rv1219c,Rv1219c,Predicted Binding,Rv2909c
10747,Rv1219c,Rv1219c,Predicted Binding,Rv2911
10748,Rv1219c,Rv1219c,ChipSeq,Rv2915c
10749,Rv1219c,Rv1219c,Predicted Binding,Rv2921c
10750,Rv1219c,Rv1219c,Predicted Binding,Rv2922A
10751,Rv1219c,Rv1219c,ChipSeq,Rv2930
10752,Rv1219c,Rv1219c,Predicted Binding,Rv2942
10753,Rv1219c,Rv1219c,Predicted Binding,Rv2943A
10754,Rv1219c,Rv1219c,Predicted Binding,Rv2944
10755,Rv1219c,Rv1219c,Predicted Binding,Rv3081
10756,Rv1219c,Rv1219c,ChipSeq,Rv3123
10757,Rv1219c,Rv1219c,ChipSeq,Rv3193c
10758,Rv1219c,Rv1219c,Predicted Binding,Rv3200c
10759,Rv1219c,Rv1219c,Predicted Binding,Rv3201c
10760,Rv1219c,Rv1219c,Predicted Binding,Rv3202c
10761,Rv1219c,Rv1219c,Predicted Binding,Rv3231c
10762,Rv1219c,Rv1219c,ChipSeq,Rv3234c
10763,Rv1219c,Rv1219c,Predicted Binding,Rv3240c
10764,Rv1219c,Rv1219c,ChipSeq,Rv3343c
10765,Rv1219c,Rv1219c,Predicted Binding,Rv3347c
10766,Rv1219c,Rv1219c,ChipSeq,Rv3350c
10767,Rv1219c,Rv1219c,ChipSeq,Rv3528c
10768,Rv1219c,Rv1219c,ChipSeq,Rv3610c
10769,Rv1219c,Rv1219c,Predicted Binding,Rv3625c
10770,Rv1219c,Rv1219c,Predicted Binding,Rv3626c
10771,Rv1219c,Rv1219c,Predicted Binding,Rv3627c
10772,Rv1219c,Rv1219c,ChipSeq,Rv3645
10773,Rv1219c,Rv1219c,ChipSeq,Rv3714c
10774,Rv1219c,Rv1219c,ChipSeq,Rv3738c
10775,Rv1219c,Rv1219c,ChipSeq,Rv3802c
10776,sigE,Rv1221,Microarray,Rv0129c
10777,sigE,Rv1221,Microarray,Rv0287
10778,sigE,Rv1221,Microarray,Rv0347
10779,sigE,Rv1221,Microarray,Rv0467
10780,sigE,Rv1221,Microarray,Rv0685
10781,sigE,Rv1221,Microarray,Rv0700
10782,sigE,Rv1221,Microarray,Rv0702
10783,sigE,Rv1221,Microarray,Rv0708
10784,sigE,Rv1221,Microarray,Rv0863
10785,sigE,Rv1221,Microarray,Rv1078
10786,sigE,Rv1221,Microarray,Rv1130
10787,sigE,Rv1221,Microarray,Rv1131
10788,sigE,Rv1221,Microarray,Rv1197
10789,sigE,Rv1221,Microarray,Rv1398c
10790,sigE,Rv1221,Microarray,Rv1641
10791,sigE,Rv1221,Microarray,Rv1884c
10792,sigE,Rv1221,Microarray,Rv1885c
10793,sigE,Rv1221,Microarray,Rv1886c
10794,sigE,Rv1221,Microarray,Rv2185c
10795,sigE,Rv1221,Microarray,Rv2193
10796,sigE,Rv1221,Microarray,Rv2195
10797,sigE,Rv1221,Microarray,Rv2196
10798,sigE,Rv1221,Microarray,Rv2204c
10799,sigE,Rv1221,Microarray,Rv2220
10800,sigE,Rv1221,Microarray,Rv2241
10801,sigE,Rv1221,Microarray,Rv2243
10802,sigE,Rv1221,Microarray,Rv2244
10803,sigE,Rv1221,Microarray,Rv2346c
10804,sigE,Rv1221,Microarray,Rv2348c
10805,sigE,Rv1221,Microarray,Rv2519
10806,sigE,Rv1221,Microarray,Rv2710
10807,sigE,Rv1221,Microarray,Rv2792c
10808,sigE,Rv1221,Microarray,Rv2927c
10809,sigE,Rv1221,Microarray,Rv2947c
10810,sigE,Rv1221,Microarray,Rv2950c
10811,sigE,Rv1221,Microarray,Rv3614c
10812,sigE,Rv1221,Microarray,Rv3615c
10813,sigE,Rv1221,Microarray,Rv3616c
10814,sigE,Rv1221,Microarray,Rv3648c
10815,sigE,Rv1221,Microarray,Rv3846
10816,sigE,Rv1221,Microarray,Rv3874
10817,sigE,Rv1221,Microarray,Rv3875
10818,Rv1255c,Rv1255c,Predicted Binding,Rv0066c
10819,Rv1255c,Rv1255c,Predicted Binding,Rv0092
10820,Rv1255c,Rv1255c,ChipSeq,Rv0280
10821,Rv1255c,Rv1255c,Predicted Binding,Rv0295c
10822,Rv1255c,Rv1255c,Predicted Binding,Rv0296c
10823,Rv1255c,Rv1255c,Predicted Binding,Rv0297
10824,Rv1255c,Rv1255c,ChipSeq,Rv0306
10825,Rv1255c,Rv1255c,Predicted Binding,Rv0321
10826,Rv1255c,Rv1255c,ChipSeq,Rv0338c
10827,Rv1255c,Rv1255c,ChipSeq,Rv0405
10828,Rv1255c,Rv1255c,Predicted Binding,Rv0410c
10829,Rv1255c,Rv1255c,Predicted Binding,Rv0411c
10830,Rv1255c,Rv1255c,Predicted Binding,Rv0634B
10831,Rv1255c,Rv1255c,Predicted Binding,Rv0635
10832,Rv1255c,Rv1255c,Predicted Binding,Rv0636
10833,Rv1255c,Rv1255c,Predicted Binding,Rv0637
10834,Rv1255c,Rv1255c,Predicted Binding,Rv0655
10835,Rv1255c,Rv1255c,Predicted Binding,Rv0682
10836,Rv1255c,Rv1255c,Predicted Binding,Rv0683
10837,Rv1255c,Rv1255c,Predicted Binding,Rv0684
10838,Rv1255c,Rv1255c,Predicted Binding,Rv0685
10839,Rv1255c,Rv1255c,ChipSeq,Rv0732
10840,Rv1255c,Rv1255c,Predicted Binding,Rv0762c
10841,Rv1255c,Rv1255c,Predicted Binding,Rv0763c
10842,Rv1255c,Rv1255c,Predicted Binding,Rv0764c
10843,Rv1255c,Rv1255c,Predicted Binding,Rv0765c
10844,Rv1255c,Rv1255c,Predicted Binding,Rv0766c
10845,Rv1255c,Rv1255c,Predicted Binding,Rv0767c
10846,Rv1255c,Rv1255c,ChipSeq,Rv0768
10847,Rv1255c,Rv1255c,Predicted Binding,Rv0769
10848,Rv1255c,Rv1255c,Predicted Binding,Rv0770
10849,Rv1255c,Rv1255c,Predicted Binding,Rv0771
10850,Rv1255c,Rv1255c,ChipSeq,Rv0890c
10851,Rv1255c,Rv1255c,ChipSeq,Rv0987
10852,Rv1255c,Rv1255c,ChipSeq,Rv1038c
10853,Rv1255c,Rv1255c,Predicted Binding,Rv1171
10854,Rv1255c,Rv1255c,Predicted Binding,Rv1172c
10855,Rv1255c,Rv1255c,Predicted Binding,Rv1173
10856,Rv1255c,Rv1255c,Predicted Binding,Rv1255c
10857,Rv1255c,Rv1255c,Predicted Binding,Rv1299
10858,Rv1255c,Rv1255c,Predicted Binding,Rv1300
10859,Rv1255c,Rv1255c,Predicted Binding,Rv1301
10860,Rv1255c,Rv1255c,ChipSeq,Rv1361c
10861,Rv1255c,Rv1255c,ChipSeq,Rv1439c
10862,Rv1255c,Rv1255c,ChipSeq,Rv1490
10863,Rv1255c,Rv1255c,ChipSeq,Rv1501
10864,Rv1255c,Rv1255c,ChipSeq,Rv1505c
10865,Rv1255c,Rv1255c,Predicted Binding,Rv1535
10866,Rv1255c,Rv1255c,ChipSeq,Rv1918c
10867,Rv1255c,Rv1255c,Predicted Binding,Rv2299c
10868,Rv1255c,Rv1255c,Predicted Binding,Rv2302
10869,Rv1255c,Rv1255c,Predicted Binding,Rv2452c
10870,Rv1255c,Rv1255c,Predicted Binding,Rv2453c
10871,Rv1255c,Rv1255c,Predicted Binding,Rv2455c
10872,Rv1255c,Rv1255c,Predicted Binding,Rv2519
10873,Rv1255c,Rv1255c,ChipSeq,Rv2707
10874,Rv1255c,Rv1255c,ChipSeq,Rv2713
10875,Rv1255c,Rv1255c,Predicted Binding,Rv2818c
10876,Rv1255c,Rv1255c,Predicted Binding,Rv2819c
10877,Rv1255c,Rv1255c,Predicted Binding,Rv2840c
10878,Rv1255c,Rv1255c,Predicted Binding,Rv2841c
10879,Rv1255c,Rv1255c,ChipSeq,Rv2860c
10880,Rv1255c,Rv1255c,Predicted Binding,Rv2945c
10881,Rv1255c,Rv1255c,Predicted Binding,Rv2950c
10882,Rv1255c,Rv1255c,Predicted Binding,Rv2951c
10883,Rv1255c,Rv1255c,Predicted Binding,Rv2953
10884,Rv1255c,Rv1255c,ChipSeq,Rv3049c
