Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	project	condition	reference_condition
SRX4314316	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443777	SRP151480	PRJNA478238	478238	SRS3473487	SAMN09502961	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801701	9502961	GSE116353	GSM3229771	30833303	H37Rv	wildtype			hypoxia	054h_0_DO	000h_.81_DO
SRX4314317	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443778	SRP151480	PRJNA478238	478238	SRS3473488	SAMN09502906	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801702	9502906	GSE116353	GSM3229772	30833303	H37Rv	wildtype			hypoxia	054h_0_DO	000h_.81_DO
SRX4314318	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443779	SRP151480	PRJNA478238	478238	SRS3473489	SAMN09502905	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801703	9502905	GSE116353	GSM3229773	30833303	H37Rv	wildtype			hypoxia	054h_0_DO	000h_.81_DO
SRX4314319	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443780	SRP151480	PRJNA478238	478238	SRS3473490	SAMN09502958	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801704	9502958	GSE116353	GSM3229774	30833303	H37Rv	wildtype			hypoxia	064h_0_DO	000h_.81_DO
SRX4314320	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443781	SRP151480	PRJNA478238	478238	SRS3473491	SAMN09502957	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801705	9502957	GSE116353	GSM3229775	30833303	H37Rv	wildtype			hypoxia	064h_0_DO	000h_.81_DO
SRX4314321	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443782	SRP151480	PRJNA478238	478238	SRS3473492	SAMN09502904	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801706	9502904	GSE116353	GSM3229776	30833303	H37Rv	wildtype			hypoxia	064h_0_DO	000h_.81_DO
SRX4314322	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443783	SRP151480	PRJNA478238	478238	SRS3473493	SAMN09502903	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801707	9502903	GSE116353	GSM3229777	30833303	H37Rv	wildtype			hypoxia	070h_0_DO	000h_.81_DO
SRX4314323	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443784	SRP151480	PRJNA478238	478238	SRS3473494	SAMN09502902	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801708	9502902	GSE116353	GSM3229778	30833303	H37Rv	wildtype			hypoxia	070h_0_DO	000h_.81_DO
SRX4314324	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443785	SRP151480	PRJNA478238	478238	SRS3473567	SAMN09502959	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801709	9502959	GSE116353	GSM3229779	30833303	H37Rv	wildtype			hypoxia	070h_0_DO	000h_.81_DO
SRX4314325	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443786	SRP151480	PRJNA478238	478238	SRS3473566	SAMN09502956	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801710	9502956	GSE116353	GSM3229780	30833303	H37Rv	wildtype			hypoxia	088h_0_DO	000h_.81_DO
SRX4314326	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443787	SRP151480	PRJNA478238	478238	SRS3473495	SAMN09502955	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801711	9502955	GSE116353	GSM3229781	30833303	H37Rv	wildtype			hypoxia	088h_0_DO	000h_.81_DO
SRX4314327	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443788	SRP151480	PRJNA478238	478238	SRS3473496	SAMN09502954	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801712	9502954	GSE116353	GSM3229782	30833303	H37Rv	wildtype			hypoxia	088h_0_DO	000h_.81_DO
SRX4314328	2019-03-04 15:47:07	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443789	SRP151480	PRJNA478238	478238	SRS3473497	SAMN09502953	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801713	9502953	GSE116353	GSM3229783	30833303	H37Rv	wildtype			hypoxia	094h_0_DO	000h_.81_DO
SRX4314329	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443790	SRP151480	PRJNA478238	478238	SRS3473498	SAMN09502952	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801714	9502952	GSE116353	GSM3229784	30833303	H37Rv	wildtype			hypoxia	094h_0_DO	000h_.81_DO
SRX4314330	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443791	SRP151480	PRJNA478238	478238	SRS3473499	SAMN09502951	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801715	9502951	GSE116353	GSM3229785	30833303	H37Rv	wildtype			hypoxia	094h_0_DO	000h_.81_DO
SRX4314331	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443792	SRP151480	PRJNA478238	478238	SRS3473500	SAMN09502950	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801716	9502950	GSE116353	GSM3229786	30833303	H37Rv	wildtype			hypoxia	112h_0_DO	000h_.81_DO
SRX4314332	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443793	SRP151480	PRJNA478238	478238	SRS3473501	SAMN09502949	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801717	9502949	GSE116353	GSM3229787	30833303	H37Rv	wildtype			hypoxia	112h_0_DO	000h_.81_DO
SRX4314333	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443794	SRP151480	PRJNA478238	478238	SRS3473502	SAMN09502948	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801718	9502948	GSE116353	GSM3229788	30833303	H37Rv	wildtype			hypoxia	112h_0_DO	000h_.81_DO
SRX4314334	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443795	SRP151480	PRJNA478238	478238	SRS3473503	SAMN09502947	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801719	9502947	GSE116353	GSM3229789	30833303	H37Rv	wildtype			hypoxia	114h_.005_DO	000h_.81_DO
SRX4314335	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443796	SRP151480	PRJNA478238	478238	SRS3473504	SAMN09502946	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801720	9502946	GSE116353	GSM3229790	30833303	H37Rv	wildtype			hypoxia	114h_.005_DO	000h_.81_DO
SRX4314336	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443797	SRP151480	PRJNA478238	478238	SRS3473505	SAMN09502945	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801721	9502945	GSE116353	GSM3229791	30833303	H37Rv	wildtype			hypoxia	114h_.005_DO	000h_.81_DO
SRX4314337	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443798	SRP151480	PRJNA478238	478238	SRS3473506	SAMN09502944	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801722	9502944	GSE116353	GSM3229792	30833303	H37Rv	wildtype			hypoxia	114.5h_.04_DO	000h_.81_DO
SRX4314338	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443799	SRP151480	PRJNA478238	478238	SRS3473507	SAMN09502943	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801723	9502943	GSE116353	GSM3229793	30833303	H37Rv	wildtype			hypoxia	114.5h_.04_DO	000h_.81_DO
SRX4314339	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443800	SRP151480	PRJNA478238	478238	SRS3473508	SAMN09502942	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801724	9502942	GSE116353	GSM3229794	30833303	H37Rv	wildtype			hypoxia	114.5h_.04_DO	000h_.81_DO
SRX4314340	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443801	SRP151480	PRJNA478238	478238	SRS3473509	SAMN09502941	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801725	9502941	GSE116353	GSM3229795	30833303	H37Rv	wildtype			hypoxia	115h_.06_DO	000h_.81_DO
SRX4314341	2019-03-04 15:47:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7443802	SRP151480	PRJNA478238	478238	SRS3473510	SAMN09502940	SRA729731	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801726	9502940	GSE116353	GSM3229796	30833303	H37Rv	wildtype			hypoxia	115h_.06_DO	000h_.81_DO
SRX4314610	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444071	SRP151491	PRJNA478245	478245	SRS3474263	SAMN09503040	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801995	9503040	GSE116357	GSM3229893	30833303	H37Rv	wildtype			hypoxia	115h_.06_DO	000h_.81_DO
SRX4314611	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444072	SRP151491	PRJNA478245	478245	SRS3474264	SAMN09503039	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801996	9503039	GSE116357	GSM3229894	30833303	H37Rv	wildtype			hypoxia	116h_.11_DO	000h_.81_DO
SRX4314612	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444073	SRP151491	PRJNA478245	478245	SRS3474262	SAMN09503070	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801997	9503070	GSE116357	GSM3229895	30833303	H37Rv	wildtype			hypoxia	116h_.11_DO	000h_.81_DO
SRX4314613	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444074	SRP151491	PRJNA478245	478245	SRS3474265	SAMN09503069	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801998	9503069	GSE116357	GSM3229896	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			hypoxia	116h_.11_DO	000h_.81_DO
SRX4314614	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444075	SRP151491	PRJNA478245	478245	SRS3474266	SAMN09503068	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5801999	9503068	GSE116357	GSM3229897	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			hypoxia	120h_.47_DO	000h_.81_DO
SRX4314615	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444076	SRP151491	PRJNA478245	478245	SRS3474267	SAMN09503067	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802000	9503067	GSE116357	GSM3229898	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			hypoxia	120h_.47_DO	000h_.81_DO
SRX4314619	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444080	SRP151491	PRJNA478245	478245	SRS3474271	SAMN09503063	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802004	9503063	GSE116357	GSM3229902	30833303	H37Rv	wildtype			hypoxia	120h_.47_DO	000h_.81_DO
SRX4314620	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444081	SRP151491	PRJNA478245	478245	SRS3474272	SAMN09503062	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802005	9503062	GSE116357	GSM3229903	30833303	H37Rv	wildtype			miceBMDM	no_inf2	no_inf2
SRX4314621	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444082	SRP151491	PRJNA478245	478245	SRS3474270	SAMN09503061	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802006	9503061	GSE116357	GSM3229904	30833303	H37Rv	wildtype			miceBMDM	no_inf2	no_inf2
SRX4314622	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444083	SRP151491	PRJNA478245	478245	SRS3474273	SAMN09503060	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802007	9503060	GSE116357	GSM3229905	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	no_inf2	no_inf2
SRX4314623	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444084	SRP151491	PRJNA478245	478245	SRS3474274	SAMN09503059	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802008	9503059	GSE116357	GSM3229906	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf2	no_inf2
SRX4314624	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444085	SRP151491	PRJNA478245	478245	SRS3474275	SAMN09503058	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802009	9503058	GSE116357	GSM3229907	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf2	no_inf2
SRX4314628	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444089	SRP151491	PRJNA478245	478245	SRS3474280	SAMN09503054	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802013	9503054	GSE116357	GSM3229911	30833303	H37Rv	wildtype			miceBMDM	inf2	no_inf2
SRX4314629	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444090	SRP151491	PRJNA478245	478245	SRS3474281	SAMN09503053	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802014	9503053	GSE116357	GSM3229912	30833303	H37Rv	wildtype			miceBMDM	no_inf8	no_inf2
SRX4314630	2019-03-04 15:47:10	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444091	SRP151491	PRJNA478245	478245	SRS3474278	SAMN09503052	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802015	9503052	GSE116357	GSM3229913	30833303	H37Rv	wildtype			miceBMDM	no_inf8	no_inf2
SRX4314631	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444092	SRP151491	PRJNA478245	478245	SRS3474282	SAMN09503051	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802016	9503051	GSE116357	GSM3229914	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	no_inf8	no_inf2
SRX4314632	2019-03-04 15:47:10	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444093	SRP151491	PRJNA478245	478245	SRS3474283	SAMN09503050	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802017	9503050	GSE116357	GSM3229915	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf8	no_inf2
SRX4314633	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444094	SRP151491	PRJNA478245	478245	SRS3474285	SAMN09503049	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802018	9503049	GSE116357	GSM3229916	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf8	no_inf2
SRX4314637	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444098	SRP151491	PRJNA478245	478245	SRS3474290	SAMN09503045	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802022	9503045	GSE116357	GSM3229920	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf8	no_inf2
SRX4314638	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444099	SRP151491	PRJNA478245	478245	SRS3474288	SAMN09503044	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802023	9503044	GSE116357	GSM3229921	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	no_inf24	no_inf2
SRX4314639	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444100	SRP151491	PRJNA478245	478245	SRS3474289	SAMN09503043	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802024	9503043	GSE116357	GSM3229922	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	no_inf24	no_inf2
SRX4314640	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444101	SRP151491	PRJNA478245	478245	SRS3474291	SAMN09503042	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802025	9503042	GSE116357	GSM3229923	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	no_inf24	no_inf2
SRX4314641	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444102	SRP151491	PRJNA478245	478245	SRS3474292	SAMN09503041	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802026	9503041	GSE116357	GSM3229924	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf24	no_inf2
SRX4314642	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444103	SRP151491	PRJNA478245	478245	SRS3474293	SAMN09503074	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802027	9503074	GSE116357	GSM3229925	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf24	no_inf2
SRX4314643	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444104	SRP151491	PRJNA478245	478245	SRS3474295	SAMN09503073	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802028	9503073	GSE116357	GSM3229926	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceBMDM	inf24	no_inf2
SRX4314644	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444105	SRP151491	PRJNA478245	478245	SRS3474294	SAMN09503072	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802029	9503072	GSE116357	GSM3229927	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceAV_macro	24h_inf	24h_control
SRX4314645	2019-03-04 15:47:11	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7444106	SRP151491	PRJNA478245	478245	SRS3474296	SAMN09503071	SRA729901	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5802030	9503071	GSE116357	GSM3229928	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceAV_macro	24h_inf	24h_control
SRX4319036	2019-03-04 15:47:13	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7448503	SRP151570	PRJNA478391	478391	SRS3481524	SAMN09514659	SRA730295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5806421	9514659	GSE116394	GSM3230593	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceAV_macro	24h_inf	24h_control
SRX4319037	2019-03-04 15:47:13	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7448504	SRP151570	PRJNA478391	478391	SRS3481525	SAMN09514675	SRA730295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5806422	9514675	GSE116394	GSM3230594	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceAV_macro	24h_control	24h_control
SRX4319038	2019-03-04 15:47:13	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7448505	SRP151570	PRJNA478391	478391	SRS3481526	SAMN09514674	SRA730295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5806423	9514674	GSE116394	GSM3230595	30833303	M. tuberculosis H37Rv and M. musculus C57BL/6 mice	wildtype			miceAV_macro	24h_control	24h_control
SRX4319039	2019-03-04 15:47:13	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7448506	SRP151570	PRJNA478391	478391	SRS3481527	SAMN09514673	SRA730295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5806424	9514673	GSE116394	GSM3230596	30833303	M. tuberculosis H37Rv	wildtype			miceAV_macro	24h_control	24h_control
SRX4319040	2019-03-04 15:47:13	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7448507	SRP151570	PRJNA478391	478391	SRS3481528	SAMN09514672	SRA730295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5806425	9514672	GSE116394	GSM3230597	30833303	M. tuberculosis H37Rv	wildtype			base	wt_glu_24	wt_glu_6
SRX4319041	2019-03-04 15:47:13	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR7448508	SRP151570	PRJNA478391	478391	SRS3481531	SAMN09514671	SRA730295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5806426	9514671	GSE116394	GSM3230598	30833303	M. tuberculosis H37Rv	wildtype			base	wt_glu_24	wt_glu_6
